employee_id,job_role,job_level,business_travel,overtime,monthly_income,hourly_rate,daily_rate,monthly_rate,percent_salary_hike,stock_option_level,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
1231,Human Resources,2,Non-Travel,No,6272,79,179,12858,16,1,3,4,3,0,3
1233,Sales Executive,2,Travel_Rarely,Yes,5220,52,696,10893,18,1,3,11,7,1,9
1234,Laboratory Technician,1,Travel_Frequently,No,2743,77,116,7331,20,1,2,2,2,2,2
1235,Research Scientist,2,Travel_Frequently,Yes,4998,38,1316,2338,14,0,2,8,7,0,7
1237,Manufacturing Director,3,Travel_Rarely,Yes,10252,77,363,4235,21,1,2,7,7,7,7
1238,Research Scientist,1,Travel_Rarely,No,2781,60,117,6311,13,1,5,14,10,4,10
1239,Sales Executive,2,Travel_Rarely,No,6852,84,107,11591,12,1,2,5,1,1,3
1240,Sales Executive,2,Travel_Rarely,No,4950,57,1356,20623,14,0,4,4,3,1,1
1241,Research Scientist,1,Travel_Rarely,Yes,3579,63,1465,9369,21,1,2,11,9,5,7
1242,Research Director,3,Travel_Frequently,Yes,13191,60,458,23281,17,0,6,1,0,0,0
1243,Sales Executive,3,Non-Travel,Yes,10377,78,1212,13755,11,1,6,13,2,4,12
1244,Research Scientist,1,Travel_Rarely,Yes,2235,42,1103,14377,14,2,3,9,7,6,8
1245,Manufacturing Director,3,Travel_Frequently,No,10502,53,966,9659,17,1,2,5,4,1,4
1246,Research Scientist,1,Travel_Rarely,No,2011,72,1117,19982,13,1,5,10,5,7,7
1248,Research Scientist,1,Non-Travel,Yes,1859,96,504,6148,25,0,2,1,1,0,0
1249,Research Scientist,1,Travel_Rarely,No,3760,97,1010,5598,15,3,5,3,2,1,2
1250,Research Director,4,Travel_Rarely,No,17779,85,685,23474,14,0,2,10,9,0,9
1251,Healthcare Representative,2,Travel_Rarely,Yes,6833,80,1332,17089,12,0,2,6,5,0,1
1252,Healthcare Representative,2,Travel_Rarely,No,6812,96,1062,17198,19,0,2,10,9,1,8
1254,Sales Executive,2,Travel_Rarely,No,5171,48,326,16490,17,0,2,6,1,0,5
1255,Research Director,5,Travel_Rarely,No,19740,96,920,18625,14,1,2,8,7,0,7
1256,Manager,5,Travel_Rarely,No,18711,85,1098,12124,13,1,2,1,0,0,0
1257,Research Scientist,1,Travel_Frequently,No,3692,46,469,9256,12,0,2,11,10,0,7
1258,Laboratory Technician,1,Travel_Rarely,No,2559,76,969,16620,11,0,4,1,0,0,0
1259,Research Scientist,1,Travel_Rarely,No,2517,76,1167,3208,11,3,2,5,3,0,3
1260,Healthcare Representative,2,Travel_Rarely,Yes,6623,82,1329,4204,11,2,2,6,0,1,0
1263,Research Director,5,Travel_Rarely,No,18265,76,715,8733,12,0,3,1,0,0,0
1264,Research Director,4,Travel_Rarely,No,16124,87,694,3423,14,2,2,7,7,1,7
1265,Research Scientist,1,Travel_Rarely,No,2585,89,1320,21643,17,0,5,1,0,0,0
1267,Manager,5,Travel_Rarely,No,18213,88,1099,8751,11,1,5,22,9,3,10
1268,Sales Executive,3,Travel_Rarely,Yes,8380,82,536,21708,14,2,3,9,8,0,8
1269,Research Scientist,1,Travel_Rarely,Yes,2994,57,265,21221,12,0,2,1,0,0,1
1270,Research Scientist,1,Travel_Rarely,No,1223,47,373,16901,22,1,2,1,0,0,1
1273,Sales Representative,1,Travel_Frequently,Yes,1118,73,599,8040,14,0,4,1,0,1,0
1275,Research Scientist,1,Travel_Rarely,Yes,2875,53,583,9973,20,0,2,8,5,2,2
1277,Manager,5,Travel_Rarely,Yes,18824,94,1449,2493,16,0,2,24,10,1,11
1278,Healthcare Representative,4,Non-Travel,Yes,13577,37,177,25592,15,1,3,33,9,15,0
1279,Laboratory Technician,1,Travel_Frequently,No,2625,45,251,25308,20,0,2,2,2,2,2
1280,Manager,5,Travel_Rarely,No,18789,33,168,9946,14,1,2,11,4,0,8
1281,Sales Executive,2,Travel_Rarely,Yes,4538,86,131,6039,12,0,3,3,2,0,2
1282,Manager,5,Travel_Frequently,Yes,19847,83,237,19196,24,1,5,29,10,11,10
1283,Manufacturing Director,3,Travel_Rarely,No,10512,67,1429,20002,12,0,6,9,7,5,4
1285,Laboratory Technician,2,Travel_Frequently,No,4444,46,135,22534,13,2,2,11,8,5,10
1286,Laboratory Technician,1,Travel_Frequently,Yes,2154,44,791,6842,11,0,2,4,2,0,2
1288,Manager,5,Travel_Rarely,No,19190,92,1199,17477,14,2,4,25,9,14,13
1289,Human Resources,2,Travel_Frequently,No,4490,56,648,21833,11,2,5,10,9,1,8
1291,Research Scientist,1,Travel_Rarely,Yes,3506,66,735,6020,14,0,3,3,2,2,2
1292,Research Scientist,2,Travel_Rarely,Yes,2372,78,603,5628,16,0,2,1,0,0,0
1293,Sales Executive,3,Travel_Rarely,No,10231,56,531,20364,14,0,3,21,7,15,17
1294,Manufacturing Director,2,Travel_Rarely,Yes,5410,53,429,2323,11,0,2,16,14,5,12
1295,Healthcare Representative,3,Travel_Rarely,No,7978,73,621,14075,11,1,2,10,7,0,5
1296,Laboratory Technician,1,Travel_Frequently,Yes,3867,52,193,14222,12,1,2,2,2,2,2
1297,Laboratory Technician,1,Travel_Frequently,No,2838,40,968,4257,14,0,6,7,0,7,7
1298,Manufacturing Director,2,Non-Travel,Yes,4695,72,879,12858,18,0,3,8,4,1,7
1299,Laboratory Technician,1,Travel_Rarely,Yes,3339,39,806,17285,13,2,2,7,7,7,7
1301,Research Scientist,1,Travel_Rarely,No,2080,84,640,4732,11,0,2,3,2,1,2
1303,Research Scientist,1,Travel_Rarely,No,2096,40,266,18830,18,0,3,2,2,2,1
1304,Sales Executive,2,Travel_Rarely,No,6209,56,604,11693,15,2,4,10,7,0,8
1306,Manager,5,Travel_Frequently,No,18061,83,364,13035,22,0,4,0,0,0,0
1307,Manager,4,Travel_Rarely,Yes,17123,94,412,17334,13,2,4,19,9,15,2
1308,Research Scientist,1,Travel_Rarely,No,2372,88,848,26076,12,2,3,2,2,2,2
1309,Laboratory Technician,2,Travel_Rarely,No,4883,79,1089,22845,18,1,3,10,4,1,1
1310,Research Scientist,1,Travel_Rarely,No,3904,93,360,22154,13,0,2,5,2,0,3
1311,Laboratory Technician,2,Travel_Rarely,No,4627,48,1138,23631,12,1,6,9,2,6,7
1312,Healthcare Representative,3,Travel_Rarely,No,7094,63,325,5747,12,0,0,7,7,1,7
1314,Human Resources,1,Travel_Rarely,No,3423,44,991,22957,12,0,3,7,6,5,7
1315,Laboratory Technician,2,Non-Travel,No,6674,55,1476,16392,11,3,6,9,8,7,5
1317,Research Director,4,Travel_Rarely,Yes,16880,43,1322,22422,11,0,2,3,2,1,2
1318,Sales Executive,3,Travel_Rarely,Yes,9094,57,299,17235,12,0,2,5,4,1,0
1319,Sales Executive,3,Travel_Rarely,Yes,8446,64,1030,21534,19,0,2,8,7,7,7
1321,Manager,3,Travel_Rarely,Yes,11916,95,634,25927,23,2,2,9,1,0,8
1322,Manufacturing Director,2,Travel_Rarely,No,4534,32,524,13352,11,0,6,8,7,1,7
1324,Sales Executive,3,Non-Travel,Yes,9852,57,587,8935,19,1,5,10,8,9,6
1329,Sales Executive,2,Non-Travel,No,6151,40,256,22074,13,0,4,19,2,11,9
1331,Sales Representative,1,Travel_Frequently,Yes,2302,54,1060,8319,11,0,2,3,2,2,2
1333,Laboratory Technician,1,Travel_Rarely,No,2362,89,935,14669,12,0,4,3,2,1,2
1334,Manager,4,Non-Travel,Yes,17861,37,495,26582,13,0,3,20,8,2,10
1336,Manager,5,Travel_Rarely,No,19187,58,282,6992,14,1,5,19,9,9,11
1338,Manager,5,Travel_Rarely,No,19717,99,206,4022,14,0,4,7,3,7,7
1340,Research Scientist,1,Non-Travel,No,3544,74,458,8532,16,1,0,4,2,0,0
1344,Healthcare Representative,3,Travel_Rarely,No,8500,86,943,5494,11,1,0,9,7,1,6
1346,Research Scientist,2,Travel_Rarely,No,4661,98,523,22455,13,0,4,9,8,8,8
1349,Sales Executive,2,Travel_Frequently,No,4103,66,1018,4297,17,1,2,9,3,1,7
1350,Research Scientist,2,Travel_Frequently,Yes,4249,87,482,2690,11,0,3,9,6,1,1
1352,Manager,4,Travel_Rarely,Yes,14026,84,770,17588,11,1,2,33,9,0,10
1355,Sales Executive,2,Travel_Rarely,No,6893,31,1009,19461,15,1,3,7,7,1,7
1356,Sales Executive,2,Travel_Rarely,No,6125,66,507,23553,12,0,6,10,8,9,6
1358,Laboratory Technician,1,Travel_Rarely,No,3669,67,882,9075,11,3,6,3,2,1,2
1360,Manufacturing Director,3,Travel_Rarely,Yes,10008,53,601,12023,14,0,0,10,9,5,9
1361,Laboratory Technician,1,Travel_Rarely,No,2387,88,329,6762,22,1,3,4,2,0,3
1362,Sales Executive,2,Travel_Frequently,No,4639,83,607,2261,16,1,2,15,7,6,13
1363,Manufacturing Director,3,Travel_Rarely,No,7898,54,855,18706,11,0,2,10,9,0,8
1364,Sales Representative,1,Travel_Rarely,No,2534,98,1291,6527,14,1,4,1,0,0,0
1367,Manufacturing Director,4,Travel_Rarely,No,13142,82,1405,24439,16,0,1,5,2,0,3
1368,Laboratory Technician,1,Non-Travel,No,1611,97,1124,19305,15,0,5,0,0,0,0
1369,Laboratory Technician,2,Travel_Rarely,No,5363,60,817,10846,12,1,0,9,7,0,0
1371,Sales Executive,2,Travel_Frequently,No,5071,43,793,20392,20,0,3,6,2,0,0
1372,Sales Executive,4,Travel_Rarely,Yes,13695,85,267,9277,17,0,2,19,7,3,8
1373,Manufacturing Director,4,Travel_Rarely,Yes,13402,68,1369,18235,12,1,0,19,16,15,9
1374,Research Scientist,1,Non-Travel,No,2029,92,999,15891,20,3,2,5,4,0,0
1375,Healthcare Representative,2,Travel_Rarely,No,6377,89,1202,13888,20,3,0,12,11,11,8
1377,Laboratory Technician,2,Travel_Rarely,No,5429,86,285,17491,13,2,1,8,7,7,7
1379,Sales Representative,1,Travel_Frequently,No,2785,90,703,11882,14,0,3,1,0,0,0
1380,Sales Executive,2,Travel_Frequently,Yes,4614,67,662,23288,18,1,0,4,2,3,2
1382,Research Scientist,1,Travel_Frequently,No,2610,57,693,15748,11,3,2,4,2,0,3
1383,Healthcare Representative,2,Travel_Rarely,No,6687,98,404,6163,11,0,2,14,11,4,11
1387,Sales Executive,2,Travel_Rarely,No,4724,48,736,24232,11,1,0,5,3,0,4
1389,Manufacturing Director,2,Travel_Rarely,Yes,6179,98,330,21057,15,2,3,10,2,6,7
1390,Sales Executive,2,Travel_Rarely,Yes,6120,44,1498,3567,12,2,2,5,4,1,4
1391,Sales Executive,3,Travel_Frequently,No,10596,52,541,15395,11,0,5,4,2,3,2
1392,Research Scientist,2,Travel_Frequently,Yes,5467,75,1200,13953,14,2,4,6,2,3,3
1394,Research Scientist,1,Travel_Rarely,Yes,2996,54,1439,5182,15,0,2,6,4,1,3
1395,Sales Executive,2,Travel_Frequently,No,9998,61,1111,19293,13,0,2,5,4,1,2
1396,Sales Executive,2,Travel_Rarely,Yes,4078,36,499,20497,13,3,3,3,2,1,2
1397,Healthcare Representative,3,Non-Travel,No,10920,71,1485,3449,21,1,2,6,4,0,5
1399,Sales Executive,2,Travel_Rarely,No,6232,93,1372,12477,11,0,3,3,2,1,2
1401,Manufacturing Director,4,Travel_Frequently,Yes,13247,59,322,9731,11,1,3,5,3,0,2
1402,Research Scientist,2,Travel_Rarely,Yes,4081,73,930,20003,14,0,3,20,7,1,8
1403,Sales Executive,2,Travel_Rarely,Yes,5769,98,205,7100,11,0,3,6,2,4,4
1405,Research Scientist,1,Travel_Rarely,Yes,2394,51,135,25681,13,0,2,8,2,7,7
1407,Research Scientist,1,Travel_Rarely,No,3904,36,683,4050,12,0,2,4,3,1,1
1408,Manager,4,Travel_Rarely,No,16799,31,1147,16616,14,1,5,20,7,0,9
1409,Laboratory Technician,1,Travel_Rarely,No,2950,54,258,17363,13,0,2,5,4,0,4
1411,Laboratory Technician,1,Travel_Rarely,No,3629,94,1462,19106,18,0,6,3,2,0,2
1412,Manufacturing Director,3,Travel_Frequently,No,9362,60,200,19944,11,0,2,2,2,2,2
1415,Laboratory Technician,1,Travel_Rarely,No,3229,81,949,4910,11,1,2,3,2,0,2
1417,Laboratory Technician,1,Travel_Rarely,No,3578,100,652,23577,12,0,2,7,7,0,7
1419,Human Resources,3,Travel_Rarely,No,7988,51,332,9769,13,0,3,10,9,0,9
1420,Laboratory Technician,2,Travel_Frequently,No,4284,97,1475,22710,20,0,2,4,3,1,3
1421,Healthcare Representative,3,Travel_Frequently,Yes,7553,84,337,22930,12,0,1,8,7,7,7
1422,Research Director,4,Travel_Rarely,No,17328,54,971,5652,19,0,3,20,7,12,7
1423,Research Director,5,Travel_Rarely,Yes,19701,76,1055,22456,21,1,3,9,8,1,5
1424,Research Director,4,Travel_Rarely,No,14732,81,1136,12414,13,2,4,7,7,0,0
1425,Sales Executive,2,Travel_Rarely,Yes,9278,99,1174,20763,16,0,3,5,4,0,1
1427,Sales Representative,1,Travel_Frequently,No,1359,50,667,16154,12,0,3,1,0,0,0
1428,Sales Executive,2,Travel_Rarely,No,4779,73,855,12761,14,2,3,3,2,0,2
1430,Research Director,4,Travel_Rarely,No,16422,93,182,8847,11,0,3,3,2,1,0
1431,Research Scientist,1,Travel_Frequently,No,2996,91,560,20284,14,2,2,4,3,1,3
1433,Research Scientist,1,Travel_Rarely,No,1261,34,202,22262,12,0,3,1,0,0,0
1434,Laboratory Technician,1,Travel_Rarely,No,2099,91,1377,7679,14,0,3,5,0,1,4
1435,Laboratory Technician,2,Travel_Rarely,No,5810,37,172,22604,16,0,2,10,4,1,8
1436,Sales Executive,2,Travel_Rarely,No,5647,98,329,13494,13,2,3,3,2,0,2
1438,Research Scientist,1,Travel_Rarely,No,3420,74,465,10205,12,1,2,6,5,1,2
1439,Sales Representative,1,Travel_Rarely,No,4400,68,383,15182,12,0,2,3,2,2,2
1440,Laboratory Technician,1,Non-Travel,No,3500,84,1413,25470,14,0,2,6,5,1,3
1441,Research Scientist,1,Travel_Rarely,No,2066,90,1255,10494,22,1,3,3,2,1,0
1443,Research Director,4,Travel_Rarely,No,17169,82,359,26703,19,2,2,20,17,5,6
1445,Sales Executive,2,Travel_Rarely,Yes,4162,42,1476,15211,12,2,3,5,4,0,3
1446,Sales Executive,2,Travel_Rarely,No,9204,97,601,23343,12,1,3,4,3,0,3
1447,Laboratory Technician,1,Travel_Rarely,No,3294,86,401,3708,17,1,2,5,4,0,2
1448,Research Scientist,1,Travel_Rarely,Yes,2127,90,1283,5561,12,0,5,4,2,0,3
1449,Laboratory Technician,2,Non-Travel,No,3975,81,663,23099,11,2,2,8,7,0,7
1453,Sales Executive,3,Travel_Rarely,No,10793,31,326,8386,18,1,5,13,7,9,9
1457,Sales Executive,3,Travel_Rarely,No,10096,52,377,15986,11,1,1,7,7,4,3
1458,Laboratory Technician,1,Non-Travel,Yes,3646,54,592,17181,23,0,2,1,0,0,0
1459,Manufacturing Director,3,Travel_Frequently,No,7446,100,1445,8931,11,0,2,10,8,4,7
1460,Healthcare Representative,3,Travel_Rarely,Yes,10851,95,1038,19863,18,1,2,7,7,0,7
1461,Human Resources,1,Travel_Rarely,No,2109,96,1398,24609,18,0,3,3,2,0,2
1464,Laboratory Technician,1,Travel_Frequently,Yes,3722,94,523,21081,13,1,2,2,2,2,2
1465,Manufacturing Director,3,Travel_Rarely,Yes,9380,55,1448,14720,18,2,4,3,1,1,2
1466,Sales Executive,2,Travel_Rarely,No,5486,96,1221,24795,11,3,3,2,2,2,2
1467,Human Resources,1,Travel_Rarely,No,2742,52,1107,3072,15,0,0,2,2,2,2
1468,Research Director,3,Non-Travel,No,13757,55,218,25178,11,1,5,9,8,4,8
1469,Sales Executive,2,Travel_Rarely,No,8463,84,866,23490,18,0,4,5,4,1,3
1471,Laboratory Technician,1,Non-Travel,No,3162,90,981,7973,14,0,5,5,2,0,3
1472,Research Director,4,Travel_Rarely,No,16598,39,447,19764,12,0,2,9,8,8,8
1473,Healthcare Representative,2,Travel_Rarely,No,6651,96,1495,21534,14,1,0,3,2,1,2
1474,Research Scientist,1,Travel_Rarely,No,2345,68,896,8045,14,1,3,3,1,1,2
1475,Research Scientist,1,Travel_Rarely,No,3420,49,1467,21158,13,0,3,5,2,1,3
1477,Sales Executive,2,Travel_Frequently,No,4373,54,430,17456,14,2,2,4,3,0,3
1478,Sales Executive,2,Travel_Rarely,No,4759,81,1326,15891,18,0,2,13,9,3,12
1479,Sales Executive,2,Travel_Rarely,No,5301,96,1358,2939,15,2,2,2,1,2,2
1480,Laboratory Technician,1,Travel_Frequently,No,3673,74,748,16458,13,0,3,12,9,5,8
1481,Sales Executive,2,Travel_Frequently,No,4768,79,383,9282,12,1,4,1,0,0,0
1482,Research Scientist,1,Non-Travel,No,1274,64,990,7152,13,2,2,1,0,0,0
1483,Research Scientist,2,Travel_Rarely,No,4900,93,405,2721,24,1,2,12,9,2,8
1484,Healthcare Representative,3,Travel_Rarely,No,10466,35,1490,20948,14,2,3,8,7,0,7
1485,Research Director,4,Travel_Frequently,No,17007,71,829,11929,14,2,3,14,8,6,9
1486,Sales Representative,1,Travel_Frequently,No,2909,92,1496,15747,15,1,3,3,2,1,2
1487,Sales Executive,2,Travel_Frequently,No,5765,51,115,17485,11,0,4,5,3,0,0
1489,Sales Executive,2,Travel_Rarely,Yes,4599,40,790,7815,23,0,2,15,9,10,10
1492,Sales Representative,1,Travel_Rarely,No,2404,76,660,16192,13,1,3,1,0,0,0
1494,Laboratory Technician,1,Travel_Frequently,Yes,3172,89,381,16998,11,0,2,0,0,0,0
1495,Sales Representative,1,Non-Travel,No,2033,78,830,7103,13,1,2,1,0,0,0
1496,Manufacturing Director,3,Travel_Frequently,Yes,10209,86,1193,19719,18,0,2,2,2,2,2
1497,Sales Executive,2,Travel_Rarely,No,8620,77,1246,23757,14,2,3,10,7,0,4
1499,Human Resources,1,Travel_Rarely,No,2064,46,330,15428,21,1,3,5,3,1,3
1501,Healthcare Representative,2,Travel_Rarely,Yes,4035,30,1229,16143,16,0,2,3,2,1,2
1502,Laboratory Technician,1,Travel_Rarely,No,3838,82,1099,8192,11,0,5,5,4,0,2
1503,Sales Executive,2,Travel_Rarely,Yes,4591,78,571,24200,17,1,4,5,4,1,2
1504,Laboratory Technician,1,Travel_Frequently,No,2561,38,289,5355,11,0,2,0,0,0,0
1506,Research Scientist,1,Travel_Rarely,No,1563,72,1423,12530,14,1,2,1,0,0,0
1507,Sales Executive,2,Travel_Frequently,No,4898,55,467,11827,14,0,5,4,2,1,3
1509,Laboratory Technician,2,Travel_Rarely,No,4789,43,271,23070,25,1,3,3,2,1,2
1513,Laboratory Technician,1,Travel_Frequently,No,3180,97,410,4668,13,3,3,3,2,0,2
1514,Manufacturing Director,2,Travel_Rarely,No,6549,96,1083,3173,14,2,2,8,6,1,7
1515,Healthcare Representative,2,Travel_Rarely,Yes,6388,69,516,22049,17,0,6,0,0,0,0
1516,Manager,3,Travel_Rarely,No,11244,64,495,21072,25,0,5,5,2,0,0
1520,Manager,4,Travel_Frequently,No,16032,87,1050,24456,20,1,2,14,9,1,12
1522,Research Scientist,1,Travel_Rarely,No,2362,100,224,7568,13,0,2,9,7,0,7
1523,Research Director,4,Travel_Rarely,No,16328,32,136,22074,13,1,1,20,6,14,17
1525,Manufacturing Director,3,Travel_Rarely,No,8376,32,1089,9150,18,0,3,2,0,2,2
1527,Manager,4,Travel_Rarely,No,16606,51,228,11380,12,1,2,13,12,5,1
1529,Healthcare Representative,3,Travel_Rarely,No,8606,91,1029,21195,19,0,3,11,8,3,3
1533,Laboratory Technician,2,Travel_Rarely,No,2272,97,507,24812,14,0,2,4,3,1,2
1534,Laboratory Technician,1,Travel_Rarely,No,2018,86,676,21831,14,0,3,5,4,1,0
1535,Sales Executive,3,Travel_Rarely,Yes,7083,64,971,12288,14,0,3,10,9,8,6
1537,Research Scientist,1,Travel_Frequently,No,4084,33,561,4156,12,0,2,7,2,7,7
1539,Research Director,4,Travel_Frequently,Yes,14411,88,333,24450,13,0,2,32,6,13,9
1541,Sales Representative,1,Travel_Rarely,Yes,2308,55,1440,4944,25,1,4,11,10,5,7
1542,Laboratory Technician,1,Travel_Rarely,No,4841,68,1210,24052,14,1,3,1,0,0,0
1543,Research Scientist,2,Travel_Rarely,No,4285,47,674,3031,17,0,2,10,8,3,7
1544,Healthcare Representative,2,Travel_Rarely,No,9715,39,441,7288,13,1,3,7,7,0,7
1545,Manufacturing Director,2,Travel_Rarely,No,4320,44,575,24152,13,0,2,5,3,0,2
1546,Research Scientist,1,Travel_Rarely,No,2132,97,950,4585,20,1,3,5,4,0,3
1547,Healthcare Representative,3,Travel_Frequently,Yes,10124,40,288,18611,14,1,3,20,8,13,9
1548,Sales Executive,2,Travel_Rarely,No,5473,47,1342,19345,12,0,5,8,4,7,1
1549,Laboratory Technician,2,Travel_Rarely,Yes,5207,79,589,22949,12,1,3,15,14,5,7
1550,Manager,4,Travel_Rarely,Yes,16437,38,898,17381,21,0,2,21,7,7,7
1551,Laboratory Technician,1,Travel_Rarely,No,2296,57,350,10036,14,3,3,1,1,0,0
1552,Healthcare Representative,2,Non-Travel,Yes,4069,72,1142,8841,18,0,2,2,2,2,2
1553,Healthcare Representative,3,Travel_Rarely,No,7441,66,538,20933,12,3,4,10,8,7,7
1554,Sales Representative,1,Travel_Rarely,No,2430,98,1402,26204,23,2,5,5,3,4,2
1555,Research Scientist,2,Travel_Rarely,No,5878,67,824,15624,12,1,2,7,1,2,5
1556,Sales Representative,1,Travel_Rarely,Yes,2644,70,1157,17001,21,0,3,3,2,1,2
1557,Sales Executive,2,Travel_Rarely,No,6439,96,492,13693,14,1,2,8,7,7,7
1558,Research Scientist,1,Travel_Rarely,No,2451,91,598,22376,18,2,2,1,0,0,0
1560,Sales Executive,2,Travel_Rarely,No,6392,46,1242,10589,13,1,6,2,2,2,2
1562,Sales Executive,2,Travel_Rarely,No,9714,64,740,5323,11,1,4,10,8,6,7
1563,Human Resources,2,Travel_Frequently,No,6077,71,888,14814,11,0,2,6,3,1,2
1564,Laboratory Technician,1,Travel_Rarely,No,2450,68,992,21731,19,0,3,3,0,1,2
1568,Sales Executive,3,Travel_Rarely,No,9250,33,1288,17799,12,1,3,4,2,1,3
1569,Laboratory Technician,1,Travel_Rarely,Yes,2074,69,104,26619,12,1,2,1,0,0,0
1572,Manufacturing Director,3,Travel_Rarely,No,10169,78,607,14618,16,1,4,33,7,1,9
1573,Manufacturing Director,2,Travel_Rarely,No,4855,81,903,7653,11,2,2,5,2,1,4
1574,Research Scientist,2,Non-Travel,No,4087,62,1200,25174,14,1,3,6,5,1,2
1576,Research Scientist,1,Travel_Rarely,No,2367,65,1108,16530,12,1,3,8,2,7,6
1577,Research Scientist,1,Travel_Rarely,No,2972,35,479,22061,13,0,4,1,0,0,0
1578,Manager,5,Travel_Rarely,No,19586,60,685,23037,21,1,3,36,6,2,13
1580,Research Scientist,2,Travel_Rarely,No,5484,45,1351,13008,17,1,3,2,2,2,1
1581,Research Scientist,1,Travel_Rarely,No,2061,89,474,11133,21,0,5,1,0,0,0
1582,Sales Executive,2,Travel_Rarely,No,9924,80,1245,12355,11,1,3,9,8,7,7
1583,Sales Executive,2,Travel_Rarely,No,4198,90,437,16379,12,0,5,3,2,1,2
1585,Sales Executive,2,Travel_Rarely,No,6815,73,884,21447,13,0,5,1,0,0,0
1586,Laboratory Technician,1,Travel_Rarely,Yes,4723,87,1370,16213,18,0,3,10,9,1,5
1587,Healthcare Representative,2,Travel_Rarely,Yes,6142,51,670,4223,16,0,4,5,2,0,4
1588,Sales Executive,3,Travel_Rarely,No,8237,38,1462,4658,11,1,3,7,6,7,6
1590,Healthcare Representative,2,Travel_Frequently,No,8853,87,995,24483,19,1,0,6,4,1,3
1591,Manager,5,Travel_Rarely,Yes,19331,59,264,19519,16,1,2,1,0,0,0
1592,Research Scientist,1,Travel_Rarely,No,2073,45,977,12826,16,1,2,2,2,2,2
1594,Laboratory Technician,2,Travel_Frequently,Yes,5562,80,1302,19711,13,1,3,3,2,0,2
1595,Manager,5,Travel_Rarely,No,19613,93,1059,26362,22,0,2,1,0,0,1
1596,Laboratory Technician,2,Travel_Rarely,No,3407,46,750,25348,17,2,3,10,9,6,8
1597,Healthcare Representative,2,Travel_Frequently,No,5063,92,653,15332,14,1,3,8,2,7,7
1598,Sales Executive,2,Travel_Rarely,No,4639,84,118,11262,15,1,2,5,4,1,2
1599,Laboratory Technician,1,Travel_Rarely,No,4876,87,990,5855,12,1,0,6,4,0,2
1601,Laboratory Technician,1,Travel_Rarely,No,2690,63,1349,7713,18,1,5,1,0,0,1
1602,Manager,4,Travel_Rarely,No,17567,56,563,3156,15,0,5,26,0,0,12
1604,Laboratory Technician,1,Travel_Rarely,Yes,2408,51,329,7324,17,3,3,1,1,0,0
1605,Research Scientist,1,Non-Travel,Yes,2814,85,457,10293,14,0,2,4,2,1,3
1606,Healthcare Representative,4,Travel_Frequently,Yes,11245,41,1234,20689,15,1,3,30,8,12,13
1607,Research Scientist,1,Travel_Rarely,No,3312,35,634,18783,17,2,3,3,2,0,2
1608,Research Director,5,Travel_Rarely,Yes,19049,31,1313,3549,14,1,4,22,7,1,10
1609,Research Scientist,1,Travel_Rarely,No,2141,48,241,5348,12,1,3,6,4,1,1
1611,Laboratory Technician,2,Travel_Rarely,Yes,5769,50,1015,23447,14,0,3,10,7,1,4
1612,Sales Executive,2,Non-Travel,No,4385,52,336,24162,15,1,2,10,7,4,5
1613,Sales Executive,2,Travel_Frequently,No,5332,54,715,21602,13,0,3,5,2,0,3
1614,Manufacturing Director,2,Travel_Rarely,Yes,4663,76,559,12421,12,2,2,3,2,1,1
1615,Manufacturing Director,2,Travel_Frequently,No,4724,42,426,17000,13,1,3,9,7,7,2
1617,Laboratory Technician,1,Travel_Rarely,No,3211,84,722,22102,14,1,3,9,6,1,4
1618,Manufacturing Director,2,Travel_Rarely,No,5377,76,1387,3835,13,3,3,7,7,7,7
1619,Laboratory Technician,1,Travel_Rarely,No,4066,67,1302,16290,11,2,3,7,7,0,7
1621,Research Scientist,2,Travel_Rarely,No,5208,48,819,26312,11,0,2,16,15,1,10
1622,Manufacturing Director,2,Travel_Rarely,No,4877,39,580,20460,21,1,5,5,3,0,0
1623,Research Scientist,1,Travel_Rarely,No,3117,97,546,26009,18,0,2,2,2,2,2
1624,Sales Representative,1,Travel_Frequently,Yes,1569,70,544,18420,12,0,2,0,0,0,0
1625,Manager,5,Travel_Rarely,No,19658,98,1176,5220,11,1,2,5,2,1,0
1627,Laboratory Technician,2,Travel_Rarely,No,3069,76,170,10302,15,1,3,10,8,0,7
1628,Manufacturing Director,3,Travel_Rarely,No,10435,80,884,25800,13,2,2,18,15,14,12
1630,Healthcare Representative,2,Non-Travel,No,4148,52,208,12250,12,1,5,14,11,2,9
1631,Manufacturing Director,2,Travel_Rarely,No,5768,85,671,26493,17,3,2,4,3,0,2
1633,Manufacturing Director,2,Travel_Frequently,No,5042,81,711,3140,13,0,2,9,2,3,8
1635,Manufacturing Director,2,Travel_Rarely,No,5770,59,1329,5388,19,2,3,10,7,3,9
1638,Manufacturing Director,3,Travel_Rarely,Yes,7756,54,397,14199,19,1,6,5,4,0,2
1639,Sales Executive,3,Travel_Rarely,No,10306,55,737,21530,17,0,3,13,12,6,0
1640,Research Scientist,1,Travel_Rarely,No,3936,71,1470,9953,11,1,2,8,4,7,7
1641,Manufacturing Director,3,Travel_Rarely,Yes,7945,84,448,19948,15,0,2,4,2,3,3
1642,Human Resources,2,Travel_Frequently,Yes,5743,37,602,10503,11,0,3,10,7,0,2
